[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [UNDERLYING_LAST], [EXPIRE_DATE], [EXPIRE_UNIX], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_RHO], [C_VOLUME], [C_LAST], [C_SIZE], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_SIZE], [P_LAST], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [P_RHO], [P_VOLUME], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.96282,0.00172,0.0504,-0.08205,0.11802,0,74.98, 76 x 102,65.15,66,155,0.27,0.29, 948 x 327,0.28,-0.01909,0.0012,0.02853,-0.02877,-0.00401,70,64.2,0.293
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.96076,0.0019,0.05289,-0.08411,0.11936,4,66.58, 89 x 111,63.5,64.4,156.67,0.3,0.31, 68 x 291,0.22,-0.02044,0.00128,0.03149,-0.03044,-0.00409,0,62.5,0.285
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.95859,0.00195,0.05474,-0.08602,0.12075,0,130.2, 82 x 111,61.9,62.75,158.33,0.32,0.34, 910 x 308,0.27,-0.02213,0.00144,0.03364,-0.0316,-0.00413,1,60.9,0.278
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.95707,0.0021,0.05778,-0.08807,0.12167,9,62.08, 83 x 108,60.25,61.15,160,0.36,0.37, 67 x 235,0.37,-0.02421,0.00154,0.03621,-0.03485,-0.00446,107,59.2,0.27
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.95196,0.00243,0.0622,-0.09112,0.12306,0,80.34, 88 x 111,57,57.9,163.33,0.43,0.44, 226 x 222,0.45,-0.02907,0.00184,0.04164,-0.03873,-0.00582,6,55.9,0.255
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.94875,0.00254,0.06652,-0.09431,0.12383,2,55.95, 86 x 106,55.4,56.3,165,0.47,0.49, 947 x 287,0.5,-0.03278,0.00205,0.04517,-0.04175,-0.00604,264,54.2,0.247
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.9459,0.00271,0.06854,-0.09605,0.12499,0,62.26, 85 x 113,53.8,54.65,166.67,0.52,0.54, 864 x 291,0.37,-0.03525,0.00219,0.04921,-0.04489,-0.00655,11,52.5,0.24
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.93905,0.00308,0.07611,-0.10102,0.12569,5,53.55, 129 x 132,50.6,51.45,170,0.64,0.66, 726 x 158,0.68,-0.04361,0.00264,0.0579,-0.05097,-0.00868,242,49.2,0.224
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.92978,0.00355,0.08405,-0.10659,0.12739,1,47.6, 165 x 208,47.4,48.3,173.33,0.79,0.81, 444 x 215,0.62,-0.05258,0.0032,0.06777,-0.05855,-0.01017,3,45.9,0.209
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.92244,0.0039,0.09107,-0.11372,0.12673,27,45.9, 121 x 277,45.95,46.75,175,0.88,0.9, 94 x 208,0.92,-0.0581,0.00344,0.07254,-0.06339,-0.01098,424,44.2,0.202
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.90563,0.00465,0.10501,-0.12374,0.12763,47,42, 40 x 131,41.45,41.85,180,1.22,1.23, 1 x 93,1.21,-0.07781,0.00444,0.09086,-0.07752,-0.01516,450,39.2,0.179
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.89119,0.00535,0.11724,-0.1321,0.12742,3,39.84, 195 x 169,38.15,39.05,183.33,1.5,1.52, 93 x 186,1.53,-0.0937,0.00523,0.1048,-0.08744,-0.01774,97,35.9,0.164
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.88177,0.0057,0.1243,-0.13712,0.12688,49,38.4, 179 x 316,36.9,37.35,185,1.66,1.69, 183 x 94,1.69,-0.1037,0.00558,0.11199,-0.09299,-0.01942,2105,34.2,0.156
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.87109,0.00612,0.13174,-0.14366,0.12631,0,50.75, 318 x 359,35.35,36,186.67,1.85,1.87, 58 x 91,1.95,-0.1132,0.00608,0.1201,-0.09837,-0.02147,420,32.5,0.148
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.85424,0.00697,0.14304,-0.14885,0.1258,64,32.6, 294 x 351,32.2,33.1,190,2.26,2.3, 56 x 166,2.27,-0.13479,0.00691,0.13596,-0.10997,-0.02545,2593,29.2,0.133
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.84067,0.00741,0.15194,-0.15644,0.12424,2,34.3, 259 x 341,30.95,31.65,191.67,2.5,2.54, 49 x 124,2.66,-0.14722,0.00746,0.14462,-0.11604,-0.02835,533,27.5,0.126
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.82695,0.00784,0.15957,-0.16367,0.12289,0,38.1, 237 x 351,29.6,30.3,193.33,2.76,2.8, 48 x 94,2.9,-0.16077,0.0079,0.15283,-0.12104,-0.03061,198,25.9,0.118
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.81513,0.00829,0.16714,-0.16731,0.12252,23,28.87, 295 x 300,28.15,28.9,195,3.05,3.1, 47 x 390,3,-0.17419,0.00842,0.1616,-0.12759,-0.03271,1151,24.2,0.11
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.77049,0.00962,0.18899,-0.181,0.11712,131,24.81, 47 x 261,24.4,24.65,200,4.05,4.1, 44 x 592,4.07,-0.22083,0.00995,0.18534,-0.14327,-0.04207,3975,19.2,0.088
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.71691,0.01084,0.21169,-0.19814,0.11049,142,21.5, 18 x 418,20.7,21.25,205,5.3,5.35, 48 x 320,5.2,-0.27533,0.01147,0.20836,-0.15683,-0.05194,677,14.2,0.065
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.69861,0.01128,0.21789,-0.20137,0.10861,66,20.69, 33 x 432,19.5,20.05,206.67,5.75,5.85, 496 x 621,5.94,-0.2947,0.01193,0.21577,-0.16009,-0.05528,227,12.5,0.057
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.67845,0.0117,0.22421,-0.20449,0.10567,0,25.25, 88 x 442,18.35,18.95,208.33,6.3,6.35, 38 x 38,6.25,-0.31553,0.01237,0.22194,-0.16343,-0.05943,144,10.9,0.05
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.66007,0.01227,0.22912,-0.20377,0.10391,42,17.58, 199 x 357,17.25,17.5,210,6.85,6.95, 36 x 758,6.85,-0.33675,0.01274,0.2288,-0.1669,-0.06305,2156,9.2,0.042
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.61846,0.01298,0.23835,-0.20731,0.0978,37,15.15, 315 x 306,15.15,15.3,213.33,8.05,8.15, 440 x 366,8.4,-0.38073,0.01354,0.23809,-0.1706,-0.07038,269,5.9,0.027
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.59605,0.01326,0.24188,-0.2083,0.09512,130,14.35, 29 x 257,14.2,14.3,215,8.75,8.85, 41 x 468,8.8,-0.40398,0.01383,0.24245,-0.17224,-0.07486,702,4.2,0.019
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.57378,0.01354,0.24491,-0.20862,0.09128,168,13.55, 399 x 397,13.2,13.35,216.67,9.45,9.55, 122 x 363,9.5,-0.42705,0.01408,0.24516,-0.17308,-0.07832,636,2.5,0.011
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.52799,0.01391,0.24844,-0.20887,0.08496,3054,11.55, 53 x 45,11.45,11.55,220,11,11.1, 43 x 440,11,-0.47574,0.01451,0.24904,-0.17257,-0.08583,4221,0.8,0.004
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.45856,0.01403,0.24847,-0.20312,0.07426,1285,9.2, 33 x 415,9.1,9.2,225,13.6,13.7, 54 x 164,13.5,-0.54863,0.01482,0.24782,-0.16571,-0.09659,1188,5.8,0.027
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.43541,0.01395,0.24604,-0.20045,0.07083,423,8.4, 36 x 561,8.4,8.5,226.67,14.55,14.65, 209 x 10,14.55,-0.57344,0.01478,0.24525,-0.16234,-0.10031,596,7.5,0.034
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.39011,0.01369,0.23987,-0.19327,0.06379,1380,7.15, 284 x 376,7.1,7.2,230,16.6,16.7, 78 x 45,16.6,-0.62222,0.0146,0.2371,-0.15403,-0.1057,1078,10.8,0.049
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.34605,0.01326,0.23115,-0.18322,0.05698,759,6.07, 584 x 721,5.95,6.1,233.33,18.7,19.05, 315 x 312,19.25,-0.66826,0.01414,0.22629,-0.14494,-0.11067,195,14.1,0.065
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.325,0.013,0.22549,-0.17863,0.05373,1390,5.52, 7 x 39,5.5,5.55,235,19.85,20.15, 300 x 197,20,-0.69153,0.0139,0.21914,-0.13733,-0.11222,436,15.8,0.072
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.26656,0.01187,0.2058,-0.16149,0.04377,2709,4.2, 39 x 45,4.2,4.25,240,23.55,23.85, 336 x 168,23.69,-0.75605,0.0127,0.19532,-0.11788,-0.11364,482,20.8,0.095
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.2491,0.01149,0.19821,-0.15476,0.04098,394,3.83, 541 x 360,3.8,3.9,241.67,24.6,25.15, 303 x 63,24.8,-0.78136,0.01234,0.1835,-0.10729,-0.11261,28,22.5,0.103
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.21589,0.0106,0.18313,-0.14226,0.0354,818,3.25, 546 x 260,3.15,3.25,245,27.5,27.8, 292 x 1,27.49,-0.81576,0.01127,0.16477,-0.09473,-0.10973,57,25.8,0.118
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.2006,0.01014,0.17597,-0.13715,0.0334,73,2.92, 58 x 81,2.91,2.96,246.67,28.7,29.45, 397 x 320,28.86,-0.83232,0.01068,0.15497,-0.08856,-0.10712,49,27.5,0.125
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.17291,0.00924,0.16045,-0.12493,0.02889,3505,2.45, 55 x 1,2.43,2.45,250,31.65,32.15, 247 x 158,31.91,-0.86602,0.00958,0.13203,-0.07292,-0.0996,214,30.8,0.141
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.14955,0.00831,0.14501,-0.11335,0.02509,244,2.06, 69 x 112,2.02,2.06,253.33,34.45,35.15, 262 x 245,34.81,-0.89759,0.00821,0.10729,-0.05628,-0.08683,15,34.1,0.156
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.13915,0.00787,0.13808,-0.10826,0.02312,552,1.92, 62 x 61,1.85,1.89,255,35.95,36.7, 266 x 202,36.6,-0.9097,0.00755,0.09633,-0.04942,-0.07902,94,35.8,0.163
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29, , , , , , , , 0 x 0, , ,258.329, , , 0 x 0, , , , , , , ,39.1,0.179
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.11914,0.00703,0.12425,-0.09734,0.01951,257,1.6, 24 x 52,1.55,1.58,258.33,38.95,40, 362 x 313,34.45,-0.92614,0.00629,0.08095,-0.04256,-0.0676,8,39.1,0.179
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.1107,0.00667,0.11841,-0.0928,0.01902,1164,1.45, 63 x 72,1.42,1.45,260,40.75,41.45, 154 x 161,41,-0.92914,0.00571,0.07696,-0.04098,-0.0639,146,40.8,0.186
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.08859,0.00558,0.10003,-0.07908,0.01445,824,1.12, 102 x 192,1.1,1.13,265,45.25,46, 77 x 20,46.43,-1,0,0,0,0,59,45.8,0.209
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.08242,0.00528,0.09506,-0.07585,0.01409,2717,1.05, 1 x 205,1.02,1.05,266.67,46.85,47.6, 77 x 62,44.96,-1,0,0,0,0,17,47.5,0.217
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.07167,0.0047,0.08516,-0.06797,0.01195,649,0.89, 2 x 97,0.87,0.89,270,50.1,50.85, 77 x 91,50.65,-1,0,0,0,0,124,50.8,0.232
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.06242,0.00413,0.07694,-0.06173,0.0101,117,0.77, 411 x 167,0.74,0.77,273.33,53.3,54.5, 77 x 92,48.86,-1,0,0,0,0,1,54.1,0.247
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.05794,0.00388,0.07241,-0.05922,0.01011,2280,0.7, 216 x 533,0.69,0.72,275,54.95,55.7, 55 x 58,55.63,-1,0,0,0,0,67,55.8,0.255
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.04725,0.00328,0.06179,-0.05113,0.00782,497,0.58, 160 x 320,0.56,0.58,280,59.9,61.05, 82 x 80,60.5,-1,0,0,0,0,37,60.8,0.277
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.04222,0.00291,0.0562,-0.04677,0.00754,444,0.54, 170 x 274,0.49,0.51,283.33,63.2,64.35, 70 x 84,63.29,-1,0,0,0,0,17,64.1,0.293
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.03969,0.00277,0.05346,-0.04495,0.00664,229,0.48, 175 x 246,0.46,0.48,285,64.85,66, 70 x 83,63.91,-1,0,0,0,0,4,65.8,0.3
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0368,0.00258,0.05101,-0.04254,0.00654,16,0.5, 352 x 246,0.43,0.45,286.67,66.55,67.65, 70 x 70,48.77,-1,0,0,0,0,0,67.5,0.308
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.03267,0.00231,0.04654,-0.03899,0.0056,735,0.4, 332 x 295,0.38,0.4,290,69.25,71.5, 25 x 25,65.4,-1,0,0,0,0,2,70.8,0.323
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0317,0.00221,0.0445,-0.03733,0.00544,49,0.39, 329 x 358,0.36,0.38,291.67,70.95,73.15, 45 x 25,71.97,-1,0,0,0,0,2,72.5,0.331
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.02967,0.00206,0.04217,-0.03653,0.00549,11,0.35, 288 x 310,0.34,0.36,293.33,72.6,74.8, 25 x 25,73.5,-1,0,0,0,0,1,74.1,0.338
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.02765,0.00203,0.0406,-0.03524,0.00433,121,0.34, 258 x 228,0.32,0.34,295,74.25,76.5, 45 x 25,71.9,-1,0,0,0,0,425,75.8,0.346
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0237,0.0017,0.03559,-0.03118,0.00426,2383,0.29, 5 x 325,0.28,0.29,300,79.25,81.4, 47 x 47,80.33,-1,0,0,0,0,438,80.8,0.369
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.02116,0.00146,0.03161,-0.02882,0.00351,81,0.24, 10 x 746,0.24,0.26,305,84.25,86.35, 45 x 45,79,-1,0,0,0,0,0,85.8,0.391
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01924,0.00139,0.02977,-0.02671,0.0029,8,0.25, 170 x 411,0.22,0.24,306.67,85.9,88.05, 25 x 25,87.65,-1,0,0,0,0,57,87.5,0.399
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01857,0.00129,0.0286,-0.02563,0.00308,3,0.28, 199 x 434,0.21,0.23,308.33,87.55,89.7, 45 x 45,78,-1,0,0,0,0,0,89.1,0.407
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01756,0.0013,0.02766,-0.02464,0.00282,168,0.22, 232 x 223,0.2,0.22,310,89.3,91.4, 45 x 45,89.95,-1,0,0,0,0,1098,90.8,0.414
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01611,0.00117,0.02512,-0.02381,0.00306,1,0.22, 217 x 246,0.19,0.2,313.33,92.6,94.7, 25 x 25,55.46,-1,0,0,0,0,0,94.1,0.429
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01582,0.00111,0.02471,-0.02282,0.00266,482,0.18, 422 x 382,0.18,0.2,315,94.25,96.35, 45 x 45,71.82,-1,0,0,0,0,0,95.8,0.437
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01556,0.00106,0.02421,-0.02272,0.00257,2,0.23, 319 x 359,0.17,0.19,316.67,95.9,98.05, 45 x 45,68.05,-1,0,0,0,0,0,97.5,0.445
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01383,0.00098,0.02196,-0.02123,0.00246,11,0.16, 167 x 221,0.16,0.17,320,99.25,101.35, 25 x 45,96.6,-1,0,0,0,0,1,100.8,0.46
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01224,0.00088,0.01996,-0.01848,0.0018,32,0.16, 466 x 237,0.14,0.15,325,104.25,106.5, 45 x 25,105.13,-1,0,0,0,0,1,105.8,0.483
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01177,0.00078,0.0194,-0.0183,0.00237,5,0.16, 223 x 506,0.13,0.15,326.67,105.9,108.15, 25 x 25,79.54,-1,0,0,0,0,0,107.5,0.49
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.01082,0.00081,0.01755,-0.01783,0.00151,25,0.15, 302 x 565,0.12,0.14,330,109.25,111.4, 25 x 45,108.84,-1,0,0,0,0,79,110.8,0.506
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00963,0.00071,0.01696,-0.01648,0.00184,2,0.14, 411 x 608,0.11,0.13,333.33,112.55,114.7, 25 x 25,87.18,-1,0,0,0,0,0,114.1,0.521
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0098,0.0007,0.01548,-0.01543,0.002,1,0.14, 216 x 256,0.11,0.12,335,114.25,116.4, 45 x 45,0,-1,0,0,0,0, ,115.8,0.528
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00812,0.00064,0.01503,-0.01521,0.00153,61,0.1, 6 x 263,0.1,0.11,340,119.25,121.35, 25 x 25,112.65,-1,0,0,0,0,0,120.8,0.551
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00856,0.00058,0.01365,-0.01469,0.00174,0,0.14, 304 x 551,0.09,0.11,341.67,120.9,123.05, 25 x 25,83.78,-1,0,0,0,0,0,122.5,0.559
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00761,0.00049,0.01305,-0.01333,0.00164,2,0.11, 467 x 445,0.08,0.1,345,124.25,126.4, 45 x 45,0,-1,0,0,0,0, ,125.8,0.574
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00741,0.00055,0.01241,-0.01351,0.00083,29,0.12, 311 x 415,0.08,0.1,346.67,125.9,128.15, 45 x 25,69.5,-1,0,0,0,0,0,127.5,0.582
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00622,0.00051,0.01106,-0.01152,0.00086,171,0.1, 434 x 406,0.07,0.09,350,129.25,131.35, 25 x 45,122.65,-1,0,0,0,0,0,130.8,0.597
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0062,0.00048,0.01058,-0.01178,0.00079,494,0.08, 238 x 192,0.07,0.08,353.33,132.55,134.7, 45 x 45,0,-1,0,0,0,0, ,134.1,0.612
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00579,0.00039,0.01072,-0.01109,0.00064,24,0.08, 13 x 355,0.07,0.08,355,134.2,136.35, 45 x 45,87.4,-1,0,0,0,0,0,135.8,0.62
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00604,0.00039,0.00996,-0.01075,0.00047,5,0.08, 293 x 430,0.06,0.08,358.33,137.55,139.7, 45 x 45,86.02,-1,0,0,0,0,0,139.1,0.635
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00577,0.00037,0.01012,-0.01136,0.00124,16,0.08, 30 x 437,0.07,0.08,360,139.2,141.35, 45 x 45,140.67,-1,0,0,0,0,7,140.8,0.642
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00461,0.00036,0.00853,-0.00957,0.00116,0,0.09, 342 x 351,0.05,0.07,365,144.2,146.35, 45 x 45,137.67,-1,0,0,0,0,0,145.8,0.665
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00464,0.00037,0.00842,-0.00993,0.00049,0,0.11, 287 x 439,0.05,0.07,366.67,145.9,148, 25 x 25,103.18,-1,0,0,0,0,0,147.5,0.673
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00507,0.00031,0.00938,-0.01015,0.0005,20,0.08, 1 x 424,0.06,0.07,370,149.2,151.35, 45 x 45,96,-1,0,0,0,0,0,150.8,0.688
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00466,0.00027,0.00785,-0.00913,0.0009,0,0.08, 11 x 333,0.05,0.06,375,154.25,156.35, 25 x 25,121.33,-1,0,0,0,0,0,155.8,0.711
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00364,0.00024,0.00677,-0.00753,0.00101,6,0.05, 377 x 240,0.04,0.05,380,159.25,161.35, 45 x 45,160.66,-1,0,0,0,0,4,160.8,0.734
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00407,0.00027,0.00631,-0.0071,0.00056,0,0.09, 5 x 377,0.04,0.05,383.33,162.55,164.65, 45 x 45,164.01,-1,0,0,0,0,11,164.1,0.749
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00363,0.00025,0.00647,-0.00654,0.00079,19,0.05, 532 x 411,0.03,0.05,385,164.2,166.35, 45 x 45,95.86,-1,0,0,0,0,0,165.8,0.756
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0027,0.00023,0.00634,-0.00728,0.00024,2,0.05, 351 x 342,0.03,0.05,390,169.2,171.45, 25 x 25,101.9,-1,0,0,0,0,0,170.8,0.779
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00345,0.00018,0.0062,-0.00642,0.0008,0,0.05, 256 x 378,0.03,0.05,391.67,170.9,173, 25 x 25,122.89,-1,0,0,0,0,0,172.5,0.787
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00269,0.00021,0.00517,-0.00614,0.00021,0,0.06, 625 x 239,0.03,0.04,395,174.2,176.35, 45 x 45,103.9,-1,0,0,0,0,0,175.8,0.802
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.0026,0.00015,0.00511,-0.00651,0.00052,326,0.04, 20 x 301,0.03,0.04,400,179.2,181.35, 25 x 25,180.7,-1,0,0,0,0,1,180.8,0.825
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00268,0.00018,0.00497,-0.00596,0.0006,0,0.05, 2 x 407,0.03,0.04,405,184.2,186.35, 45 x 45,177.62,-1,0,0,0,0,0,185.8,0.848
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.002,0.00013,0.00441,-0.00501,0.00065,15,0.03, 275 x 293,0.02,0.04,408.33,187.55,189.65, 25 x 45,189.05,-1,0,0,0,0,1,189.1,0.863
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00205,0.00018,0.0044,-0.00559,0.00036,1,0.03, 211 x 282,0.02,0.04,410,189.2,191.3, 25 x 25,190.06,-1,0,0,0,0,5,190.8,0.871
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00198,0.0001,0.00414,-0.00419,0.00017,0,0.08, 82 x 136,0.02,0.03,415,194.2,196.3, 25 x 45,195.08,-1,0,0,0,0,3,195.8,0.893
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00216,0.00016,0.0036,-0.00508,-0.00014,0,0.09, 5 x 118,0.02,0.03,416.67,195.85,198, 7 x 45,174.7,-1,0,0,0,0,0,197.5,0.901
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00182,0.00011,0.00374,-0.00445,0.00073,0,0.04, 7 x 215,0.02,0.03,420,199.2,201.3, 25 x 25,200.09,-1,0,0,0,0,2,200.8,0.916
1692302400, 2023-08-17 16:00, 2023-08-17,16,219.19, 2023-09-15,1694808000,29,0.00136,0.0001,0.00367,-0.00403,0.00052,28,0.03, 367 x 390,0.01,0.03,425,204.2,206.3, 25 x 25,149.59,-1,0,0,0,0,0,205.8,0.939
